meanZCR,stdZCR,meanSpecCentroid,stdSpecCentroid,meanSpecContrast,stdSpecContrast,meanSpecBandwidth,stdSpecBandwidth,meanSpecRollof,stdSpecRollof,meanMFCC_1,stdMFCC_1,meanMFCC_2,stdMFCC_2,meanMFCC_3,stdMFCC_3,meanMFCC_4,stdMFCC_4,meanMFCC_5,stdMFCC_5,meanMFCC_6,stdMFCC_6,meanMFCC_7,stdMFCC_7,meanMFCC_8,stdMFCC_8,meanMFCC_9,stdMFCC_9,meanMFCC_10,stdMFCC_10,meanMFCC_11,stdMFCC_11,meanMFCC_12,stdMFCC_12,meanMFCC_13,stdMFCC_13,genre
-0.505871028239023,-0.784343251699899,-0.381407541006348,-0.691147485688908,-0.10729088571843,0.349901582680572,-0.187279948945023,-0.572264512035304,-0.236668092042067,-0.45535627965878,0.1478208413567,-0.734165475884946,-0.142671577494239,-0.508728993807794,0.268371683657409,-0.54396938438318,-0.127471664620323,-0.543927180632327,0.24025016302742,-0.566260175002685,-0.316154816154099,-0.498743732883536,0.455135401404268,-0.22086332484208,-0.087207061102006,-0.394530976134964,0.090856400835245,-0.114378091203715,-0.17478155389475,-0.716931040319582,0.379756522099388,-0.82633128578772,0.065191706246168,-0.802477628308341,0.243324822938515,-0.60970406906017,blues
-0.789555793439385,-0.726759047045394,-0.55968095367227,-0.463432983023065,-0.214651871036692,0.274741253716068,-0.13950120123556,-0.414690238497999,-0.333816721512633,0.018836025858535,0.083282696710624,-0.609341134585765,0.296721333047664,-0.295934522116375,0.243923387344104,-0.379316532820118,0.2120967360119,-0.245181000553115,0.316814070231244,-0.481449795107518,-0.004513650028516,0.835014357759992,0.662993698983686,-0.082432673815806,0.105302705751638,0.315861154908824,0.067346251810144,0.103460074441931,0.112253971378766,-0.611376633084445,0.466185038586758,-0.77133495866726,0.27059561847544,-0.480038290657874,0.286445127229494,-0.546067924491591,blues
-0.590098500502045,-0.55661711321932,-0.500726187147989,-0.520668697637143,0.110840713222336,0.342201514274412,-0.352145227972552,-0.704373078927035,-0.413241117742205,-0.486895964785883,0.277768068010427,-0.319524208859104,-0.169321632161528,-0.471739139329159,0.105974475605283,-0.505016337144785,-0.375300331397193,-0.379772921332211,0.382987883994854,-0.455881277855009,-0.256080275180857,-0.004410485210691,0.233058975481464,0.401809033328512,-0.069724603432876,-0.558501020733375,-0.141824545677039,-0.166338217266813,-0.354215505991414,-0.66470394025178,0.180107390509138,-0.751551876938572,-0.094467293256072,-0.647450005396364,-0.182938381662287,-0.530300309949071,blues
-0.943024056693802,-0.920129527958053,-0.872966770374799,-0.743928902241565,-0.069543881726461,0.043430469070846,-0.635684802245829,-0.596013915409636,-0.772658820904679,-0.550906460809765,0.485782450418462,-0.58256760229345,0.199112403831216,-0.521992299985792,-0.002786137740927,-0.680760327642985,0.255871792158586,-0.485203542573409,-0.011188485776363,-0.511825103606773,0.315077258323536,-0.484566259776416,0.248490752289422,-0.412099828138182,0.469705508312937,-0.513087740298008,-0.030966025476522,-0.747464868832501,0.29304423241185,-0.776384374999719,0.10499181931144,-0.925491732177375,0.20296018282125,-0.84750449316173,-0.116092485186224,-0.708645134456959,blues
-0.20544034786361,-0.400993145879738,-0.236112393940352,-0.243814452349882,0.190381622058853,0.270768809099974,-0.310327006882329,-0.532099116853059,-0.198145772522481,-0.129946252447523,0.064456699218701,0.050365068337537,-0.286025029423536,-0.579174532005657,-0.025670360298133,-0.327846176773395,-0.822026420946077,-0.351385642711019,0.126584476032372,-0.184886625217062,-0.57283414116493,-0.056498069364065,0.024575006326611,0.295924692488081,-0.212132813859994,-0.06041681196059,-0.253022477179275,0.135570603475483,-0.436033771374293,-0.672466346431934,-0.180337241308495,-0.717212275506543,0.166493902762364,-0.222192970345483,-0.367990445313554,-0.278996599019345,blues
-0.731301916071265,-0.90131982999956,-0.711479286742753,-0.733246885815649,0.049307294498049,-0.157888473280208,-0.57859900127526,-0.542007147113406,-0.625423739317431,-0.418620554017095,0.553468889515385,-0.435751116970733,-0.057921882768853,-0.085811539904523,0.052137503009135,-0.32718138303124,-0.457654746265708,-0.420562891422948,0.005148550665538,-0.374639498551016,-0.588222446620639,-0.477396603371087,0.068055278496501,-0.261691916291131,0.051625478770499,-0.331568737444743,-0.290824640885884,-0.378959773684773,-0.315084561153337,-0.882093342041332,-0.188147982528388,-0.702223079636107,-0.221397355645141,-0.605031090491957,-0.331229199841188,-0.722444971417226,blues
-0.617482801828939,-0.667086433162737,-0.497413679064949,-0.341625758292749,0.410133486450986,0.053986209139041,-0.523793469980281,-0.392305006854193,-0.393409807822212,-0.208221644417012,0.086067345727579,0.329970325416347,-0.287642487644073,-0.082215832618916,0.18059718183854,0.068824416541857,0.159526106665873,1,-0.138222549845488,0.277599956359025,-0.46104135954689,0.342609812265132,-0.052880965670645,-0.083913917417327,0.058499934420538,-0.166152971606958,-0.682792942819321,0.466578824991572,-0.221648879515543,-0.537326905825998,-0.038557322882497,-0.680014597642452,-0.01002358489512,-0.511683400628713,-0.536334518267438,-0.459306381780305,blues
-0.716647165724813,-0.886927579882853,-0.552423964748146,-0.731196250161625,0.071809887409157,0.063367981204736,-0.357422809580186,-0.687418594654382,-0.421731397301702,-0.541015354297053,0.312547136916842,-0.684811559962842,-0.211420679835877,-0.452709136102422,0.207892572612819,-0.369581900252133,0.016781678858678,-0.187127891045479,0.291881199713588,-0.324387715082046,-0.642234852620562,0.127458306639964,0.497344725411462,0.119954146694558,-0.146719876767922,0.322356703995853,-0.375669690460706,0.453485910106942,-0.074035127203964,-0.514383390129475,-0.31722567544956,-0.727725360773162,0.185042550607005,-0.172266535608357,-0.407588894016035,-0.575752754793723,blues
-0.610462462761499,-0.688392995020947,-0.386584958557619,-0.516243584829118,0.191406435101788,0.557345866005533,-0.156668402507382,-0.516733082720793,-0.219501614392573,-0.285883975638515,0.131198702819965,-0.427807795391158,-0.061568111980254,-0.509587611605183,0.344187853468889,-0.433031355837944,-0.139815183160055,-0.49104487261512,0.280319739142428,-0.182103770978205,-0.547188731273175,-0.627450212650615,0.570086660205827,-0.280776567458187,-0.088908668905941,-0.782871847072346,0.4548252524374,-0.619759433232319,-0.051751041208493,-0.816343130181173,0.272848585525643,-0.778595619667436,-0.352289825944453,-0.634300466268906,0.163683572780334,-0.686418004259595,blues
-0.516476221298348,-0.676588961751042,-0.302418091647423,-0.461718808999045,-0.016840912921194,0.27354509891433,-0.130889712877629,-0.533249931216782,-0.121163106326808,-0.32809012370306,0.018374322618818,-0.257061842456558,0.012627877707491,-0.303631461850901,0.284352694481453,-0.170232056098069,-0.50049213998306,-0.019856920065452,0.241904644360311,0.449153340600976,-0.198629110413206,0.006332989832422,0.280166811044947,-0.29018908948152,-0.109470814122661,-0.437330974346936,-0.115990150810695,-0.195343434314463,-0.217759541916841,-0.607564579185472,0.222862903919644,-0.649688096717186,0.174272448216331,-0.670704956019212,-0.236122621228807,-0.317229625518756,blues
-0.529272158463824,-0.91638075052664,-0.522664577973715,-0.735049312088936,0.063845774100706,0.361994575540533,-0.561351912453767,-0.545993959879965,-0.482824226423981,-0.546016890531017,0.266711832561641,-0.383617424853835,-0.49219992329915,-0.578418186187017,-0.0734204389348,-0.008925842026887,-0.524184750840273,-0.516075522565032,-0.099161150999868,-0.248089832926047,-0.308177153021964,-0.100238786271684,0.365297588561577,-0.250552344245603,0.180800986024394,-0.541055222984427,-0.342351765869038,-0.431226340509921,-0.069724413154825,-0.700558418451841,0.046792010423292,-0.86795584356552,0.140129701809837,-0.539601532194868,-0.060376723594169,-0.611196193043585,blues
-0.799563510833396,-0.713491258223732,-0.603437133008246,-0.367089216533377,-0.167559556783088,-0.041061476408514,-0.342740832661649,-0.308965990177856,-0.461208098611188,-0.009042578935961,0.168023949267765,-0.157760408975567,0.153118711347681,-0.586276683897948,0.044984796892431,-0.238117367413238,0.179899948291873,-0.188262786826899,0.122223504826707,0.089807208031825,0.069026244326305,-0.046694179084213,0.282995358266883,0.138645046399466,0.443142303491045,-0.067659583615992,-0.155181288273351,0.147650549953923,0.032657343336492,-0.633765345582804,-0.135385025813673,-0.750168678797796,0.061922163806713,-0.53580037600159,-0.323829252900258,-0.593084143764238,blues
-0.623374575750786,-0.693245241662393,-0.541463498697743,-0.596793152625182,0.141905906647754,-0.054801021739023,-0.39366378000988,-0.730812697988435,-0.4270610618427,-0.489683598852707,0.135994090866699,-0.451155979699409,-0.031742826476893,-0.078727143381183,0.677059300946701,0.104840499733121,-0.032303496252985,-0.187566423519874,0.112823824787123,-0.447552822680974,0.395138343649512,-0.04418214047601,0.010133541184181,-0.281919258272688,-0.214856195959904,-0.174141429602213,-0.055749794283677,-0.239895666886072,-0.057148819063171,-0.525297508764966,0.034568595244516,-0.539605356069438,0.568821991853036,-0.289630449147618,0.076062427469209,-0.826071280365493,blues
-0.776411328802476,-0.746005476063508,-0.638605987238589,-0.658280904438937,-0.031028962665566,-0.025982699964003,-0.27083034642504,-0.614823424170004,-0.511121026766071,-0.374130333540923,0.178439796497402,-0.572901145191841,0.274262933999543,-0.245202700659666,0.368231218625753,-0.556441490358465,0.131994987660311,-0.745983247663656,0.261849060797428,-0.422054441125695,0.10829432312134,-0.588239711917945,0.242371985989845,-0.260554500936006,-0.381731890848317,-0.449239952462052,0.153762186502643,-0.063006472877095,-0.100141000305816,-0.627071041914352,-0.019675592762461,-0.796614593471015,0.09089966879501,-0.639189932971025,0.33194459013431,-0.385071166101852,blues
-0.876505099288838,-0.93391542629511,-0.810322882374463,-0.900475907671146,0.074884586167031,-0.371052685061208,-0.491936905620841,-0.731178370591907,-0.729240646748595,-0.692979122742105,0.237406651919613,-0.655822756295037,0.285404323543671,-0.081769594519344,0.178868842237324,-0.673880156202402,0.532923814207271,-0.604553601119439,-0.002136953884135,-0.499303778758152,0.501403289676775,-0.329493063706145,0.003834724964337,-0.024349154366155,0.00542088130489,-0.671109577180498,-0.093175260901612,-0.588652905691239,0.267002808171295,-0.818442794475467,-0.091557769131364,-0.842076929174348,0.520171399176497,-0.589793110298152,0.209340964371207,-0.50522588813922,blues
-0.62281029317799,-0.520769230741831,-0.505651336429602,-0.56226234346596,0.032002885238465,-0.110496623344879,-0.269318078473536,-0.662870906067258,-0.383791622511016,-0.643019936311102,0.050424278192039,-0.319012441216982,0.02998076314652,-0.184666745778672,0.437027582826542,-0.036295970490633,0.160079828815633,-0.254470467293126,0.285571367130244,-0.33982260762622,0.252460241867385,-0.470064014813007,0.292766332610636,-0.21206902872009,-0.446078547867278,-0.474433522390984,0.2195078379244,-0.209603568459182,0.15186182737469,-0.621546953562135,0.189156200354639,-0.862822732350342,0.28803627897102,-0.564747760642769,0.270229714509843,-0.571738927194386,blues
