key,BPM,diatonicSTR,chordsChange,chordsNumber,dancebility,beatsLoud,meanZCR,stdZCR,meanSpecCentroid,stdSpecCentroid,meanSpecContrast,stdSpecContrast,meanSpecBandwidth,stdSpecBandwidth,meanSpecRollof,stdSpecRollof,meanMFCC_1,stdMFCC_1,meanMFCC_2,stdMFCC_2,meanMFCC_3,stdMFCC_3,meanMFCC_4,stdMFCC_4,meanMFCC_5,stdMFCC_5,meanMFCC_6,stdMFCC_6,meanMFCC_7,stdMFCC_7,meanMFCC_8,stdMFCC_8,meanMFCC_9,stdMFCC_9,meanMFCC_10,stdMFCC_10,meanMFCC_11,stdMFCC_11,meanMFCC_12,stdMFCC_12,meanMFCC_13,stdMFCC_13,meanHPCP_1,meanHPCP_2,meanHPCP_3,meanHPCP_4,meanHPCP_5,meanHPCP_6,meanHPCP_7,meanHPCP_8,meanHPCP_9,meanHPCP_10,meanHPCP_11,meanHPCP_12,meanHPCP_13,meanHPCP_14,meanHPCP_15,meanHPCP_16,meanHPCP_17,meanHPCP_18,meanHPCP_19,meanHPCP_20,meanHPCP_21,meanHPCP_22,meanHPCP_23,meanHPCP_24,meanHPCP_25,meanHPCP_26,meanHPCP_27,meanHPCP_28,meanHPCP_29,meanHPCP_30,meanHPCP_31,meanHPCP_32,meanHPCP_33,meanHPCP_34,meanHPCP_35,meanHPCP_36,stdHPCP_1,stdHPCP_2,stdHPCP_3,stdHPCP_4,stdHPCP_5,stdHPCP_6,stdHPCP_7,stdHPCP_8,stdHPCP_9,stdHPCP_10,stdHPCP_11,stdHPCP_12,stdHPCP_13,stdHPCP_14,stdHPCP_15,stdHPCP_16,stdHPCP_17,stdHPCP_18,stdHPCP_19,stdHPCP_20,stdHPCP_21,stdHPCP_22,stdHPCP_23,stdHPCP_24,stdHPCP_25,stdHPCP_26,stdHPCP_27,stdHPCP_28,stdHPCP_29,stdHPCP_30,stdHPCP_31,stdHPCP_32,stdHPCP_33,stdHPCP_34,stdHPCP_35,stdHPCP_36,genre
1,0.021617107471969,0.302548681933362,-0.081733813904544,0.052631515421366,-0.485150447343683,-0.690293807357163,-0.505871028239023,-0.784343251699899,-0.381407541006348,-0.691147485688908,-0.10729088571843,0.349901582680572,-0.187279948945023,-0.572264512035304,-0.236668092042067,-0.45535627965878,0.1478208413567,-0.734165475884946,-0.142671577494239,-0.508728993807794,0.268371683657409,-0.54396938438318,-0.127471664620323,-0.543927180632327,0.24025016302742,-0.566260175002685,-0.316154816154099,-0.498743732883536,0.455135401404268,-0.22086332484208,-0.087207061102006,-0.394530976134964,0.090856400835245,-0.114378091203715,-0.17478155389475,-0.716931040319582,0.379756522099388,-0.82633128578772,0.065191706246168,-0.802477628308341,0.243324822938515,-0.60970406906017,-0.59730623714689,-0.526659203214856,-0.609386672127541,-0.459377462829692,-0.233081162301536,-0.405508591093541,-0.488839229758745,-0.294438859981516,-0.390330849682546,-0.362202069160804,-0.26518967086406,-0.670658239104854,-0.689849465300681,-0.591652647833092,-0.400382299084633,-0.408976971931144,-0.357468939816965,-0.677315985813556,-0.845153271235747,-0.781808464878,-0.708497006393245,-0.688552076419255,-0.519566067299762,-0.581588768624277,-0.457172595674575,-0.500068422865714,-0.472491093786266,-0.561512888975456,-0.458440317715177,0.067561872459181,-0.19076651788464,-0.185167881602631,-0.554988128597165,-0.745708524424368,-0.697262586660428,-0.604197331948406,-0.055080902210891,0.009857011078117,0.202082661785785,0.256581279664922,0.399839660884735,0.152941046059908,0.061144770787868,0.11935248441217,0.216333760267939,0.385759520731019,0.321430417017981,-0.05881263658698,0.097387744961636,0.050862714431191,0.051367568149133,0.165910336754854,0.043587224011786,-0.270859269172189,-0.446406693688671,-0.359646939714637,-0.263098237024092,-0.108851524685712,-0.004770252934021,0.041608753456478,0.018236771934174,0.024863907514227,-0.055667515630451,0.141927799969802,0.135426548051333,0.420711614841323,0.566451028066831,0.215787232489947,-0.02875222604777,-0.182192360486983,-0.257544086980315,-0.231331991883198,blues
1,-0.920025370029209,0.572869717322334,-0.169189899510603,-0.263157894736842,-0.51824088562549,-0.420517893929381,-0.789555793439385,-0.726759047045394,-0.55968095367227,-0.463432983023065,-0.214651871036692,0.274741253716068,-0.13950120123556,-0.414690238497999,-0.333816721512633,0.018836025858535,0.083282696710624,-0.609341134585765,0.296721333047664,-0.295934522116375,0.243923387344104,-0.379316532820118,0.2120967360119,-0.245181000553115,0.316814070231244,-0.481449795107518,-0.004513650028516,0.835014357759992,0.662993698983686,-0.082432673815806,0.105302705751638,0.315861154908824,0.067346251810144,0.103460074441931,0.112253971378766,-0.611376633084445,0.466185038586758,-0.77133495866726,0.27059561847544,-0.480038290657874,0.286445127229494,-0.546067924491591,-0.768434043083052,-0.689104929430421,-0.744649418499753,-0.721512844257073,-0.625807707461707,-0.699674469367442,-0.718224384128199,-0.54700097092415,-0.591406799689536,-0.311894203829066,0.075427395917356,-0.682284068924745,-0.8370399792834,-0.784418986154568,-0.762042924863698,-0.730489753963096,-0.529559350480282,-0.720751595130341,-0.900633406602839,-0.874790070529348,-0.868293723486451,-0.887196620197353,-0.842543472437363,-0.783117087187676,-0.533885555776536,-0.460176906393426,-0.646560682278151,-0.773626151339619,-0.631332642003169,-0.358363768828966,-0.122243052731691,0.675060974827,-0.026099116500122,-0.660297499561141,-0.628049740263906,-0.693163460179489,-0.18212746984022,-0.052971915764551,0.037271535539526,0.015380324848797,0.013465718509103,-0.19865160217547,-0.106372670643743,0.005223157528852,0.064663167984025,0.31560648116041,0.625794841837933,-0.0742700402992,-0.216248406945252,-0.165689539617136,-0.188860936482086,-0.172782237208041,0.097708480780875,-0.269391774018951,-0.519609090690581,-0.4726904128734,-0.459912226521124,-0.461627067604599,-0.487585889320987,-0.236909792350079,-0.013043474574037,0.216835606804912,-0.204652351608816,-0.188515439726879,-0.009961580625643,0.193995793580586,0.477453606818814,0.810325171287345,0.399206837034991,0.060549673212126,-0.044546843325239,-0.099027332736052,blues
1,0.532292731781195,0.565441618140524,-0.475286128759175,-0.157894736842105,-0.520066541064475,-0.717099531745435,-0.590098500502045,-0.55661711321932,-0.500726187147989,-0.520668697637143,0.110840713222336,0.342201514274412,-0.352145227972552,-0.704373078927035,-0.413241117742205,-0.486895964785883,0.277768068010427,-0.319524208859104,-0.169321632161528,-0.471739139329159,0.105974475605283,-0.505016337144785,-0.375300331397193,-0.379772921332211,0.382987883994854,-0.455881277855009,-0.256080275180857,-0.004410485210691,0.233058975481464,0.401809033328512,-0.069724603432876,-0.558501020733375,-0.141824545677039,-0.166338217266813,-0.354215505991414,-0.66470394025178,0.180107390509138,-0.751551876938572,-0.094467293256072,-0.647450005396364,-0.182938381662287,-0.530300309949071,-0.352170158904653,-0.447241392192307,-0.681572351536973,-0.700558488401057,-0.45241871871965,0.361761768344762,0.553990384822643,0.242117286275624,-0.730117692831049,-0.842258087800951,-0.761938791214345,-0.841644728798909,-0.869254867841181,-0.810118014566961,-0.700350542205013,-0.628783426127753,-0.384910981216662,-0.360131445929377,-0.583523463343135,-0.43432503393128,0.354256965031196,0.286825461912415,0.10256188798499,-0.594010963230368,-0.655558096994613,-0.713437270224418,-0.494412878048818,-0.598790582791573,-0.682672042207599,-0.559960627269029,-0.685216575292743,-0.591649398570259,-0.581097576379381,-0.688591596050296,-0.517832261713552,-0.185738224573699,0.294311375611439,-0.027841960641649,-0.006863639121182,-0.063613275870561,0.041839467767435,0.51485800687379,0.701775073488967,0.244000349640829,-0.378895406676417,-0.528069739153009,-0.418742811254727,-0.500967650973,-0.52906316454881,-0.354255330361903,-0.231574571915125,0.04785768367664,0.008690206196021,0.115490423823211,-0.075483138540136,0.044737581998993,0.437888765206463,0.68531867773448,0.254995232524264,0.046660894402744,-0.203310377173839,-0.204266261061245,-0.129385109368853,-0.090887121821537,-0.344561651340624,-0.255839944205907,-0.110270318917247,-0.193198730424253,-0.186516679389204,-0.277798833812137,-0.162901699808167,0.234983030006106,blues
-1,-1,0.229703162902289,-0.110885818982352,-0.263157894736842,-0.470394621380772,0.076586204548859,-0.943024056693802,-0.920129527958053,-0.872966770374799,-0.743928902241565,-0.069543881726461,0.043430469070846,-0.635684802245829,-0.596013915409636,-0.772658820904679,-0.550906460809765,0.485782450418462,-0.58256760229345,0.199112403831216,-0.521992299985792,-0.002786137740927,-0.680760327642985,0.255871792158586,-0.485203542573409,-0.011188485776363,-0.511825103606773,0.315077258323536,-0.484566259776416,0.248490752289422,-0.412099828138182,0.469705508312937,-0.513087740298008,-0.030966025476522,-0.747464868832501,0.29304423241185,-0.776384374999719,0.10499181931144,-0.925491732177375,0.20296018282125,-0.84750449316173,-0.116092485186224,-0.708645134456959,-0.786029638911287,-0.633601549481063,-0.757743408444748,-0.822747009451703,-0.731798210034262,-0.575346229813268,-0.305796838871037,-0.062178991995676,-0.696796172120763,-0.857238091743889,-0.807000228458081,-0.888561232612908,-0.896851303021534,-0.85212361721677,-0.800273872160906,-0.57378543435436,-0.302105064058321,-0.534705789395913,-0.63056770372387,-0.465927957779003,-0.195568559315819,-0.003315455936709,0.252871736496868,-0.5293650650473,-0.692895743572859,-0.784269239906406,-0.78122915525521,-0.840181437200647,-0.84424159854309,-0.824117927440532,-0.875136569563791,-0.829523410506465,-0.855824487441006,-0.864974303994434,-0.819801288880428,-0.850520303530401,-0.339935715780743,-0.037082888993358,-0.074026128377295,-0.244548132543483,-0.195206076739501,-0.001004041915711,0.48736942545869,0.486201279044969,-0.100166671715562,-0.37128995894587,-0.272720038979314,-0.39123802706885,-0.382308871050011,-0.300014785273635,-0.352991040684976,0.359536908341109,0.596438271339624,0.159608254215553,0.220693401419902,0.259674854757811,0.313200722822337,0.733481770709185,0.71780794301698,0.209858645410285,-0.175281102808443,-0.203591578388758,-0.393882314775482,-0.370906173212147,-0.413190714684202,-0.39436699596599,-0.337715331521182,-0.445351522395509,-0.483867494900182,-0.370638955053115,-0.406787303665409,-0.49931545211476,blues
1,0.152919543226663,0.337851052688669,-0.781382358007748,-0.684210526315789,-0.680933456261046,-0.857795593267547,-0.20544034786361,-0.400993145879738,-0.236112393940352,-0.243814452349882,0.190381622058853,0.270768809099974,-0.310327006882329,-0.532099116853059,-0.198145772522481,-0.129946252447523,0.064456699218701,0.050365068337537,-0.286025029423536,-0.579174532005657,-0.025670360298133,-0.327846176773395,-0.822026420946077,-0.351385642711019,0.126584476032372,-0.184886625217062,-0.57283414116493,-0.056498069364065,0.024575006326611,0.295924692488081,-0.212132813859994,-0.06041681196059,-0.253022477179275,0.135570603475483,-0.436033771374293,-0.672466346431934,-0.180337241308495,-0.717212275506543,0.166493902762364,-0.222192970345483,-0.367990445313554,-0.278996599019345,0.478935999204795,0.587599632164799,-0.634179122697831,-0.829024236165631,-0.823345823574546,-0.79659538184965,-0.70321362070528,-0.551091678954293,-0.692981414775433,-0.581575374491227,-0.134723677610998,-0.304849455251516,-0.336917864759314,-0.414709012766273,-0.611749736542833,-0.616340145429519,-0.659707615063675,-0.849894010042506,-0.852598617834002,-0.752744223635996,-0.399727253467477,0.351011971005265,0.903724827014674,-0.512627588497861,-0.782044914401364,-0.830723868076765,-0.845662614639795,-0.874094814702845,-0.800211589385268,-0.532697190597888,-0.522493421216015,-0.428166806760955,-0.613122219093502,-0.599970777553724,-0.546200321018413,-0.234024938265975,0.609418599301451,0.544639763167889,-0.024119164504962,-0.425095641371936,-0.499097167120878,-0.394142112466612,-0.385487639177167,-0.371891269054003,-0.275835819611445,0.115412765089758,0.640073682793822,0.309247233189522,0.432080115431744,0.084914060234373,-0.203886443854549,0.125902636247122,-0.276723462049098,-0.528355151381411,-0.426428559038925,-0.316351258588904,-0.142766272070357,0.506137095389783,0.617574377737113,-0.216294988705981,-0.540745461271679,-0.43206893670313,-0.555081882052966,-0.507804811915497,-0.373739459538913,-0.190958218181633,0.229256897223927,0.07678973769097,-0.197572551325512,-0.114109307812445,-0.270555421768489,-0.084436375376699,blues
1,-0.911105122358059,0.411895528990509,-0.591894219443043,-0.263157894736842,-0.778105396464466,-0.912029218372772,-0.731301916071265,-0.90131982999956,-0.711479286742753,-0.733246885815649,0.049307294498049,-0.157888473280208,-0.57859900127526,-0.542007147113406,-0.625423739317431,-0.418620554017095,0.553468889515385,-0.435751116970733,-0.057921882768853,-0.085811539904523,0.052137503009135,-0.32718138303124,-0.457654746265708,-0.420562891422948,0.005148550665538,-0.374639498551016,-0.588222446620639,-0.477396603371087,0.068055278496501,-0.261691916291131,0.051625478770499,-0.331568737444743,-0.290824640885884,-0.378959773684773,-0.315084561153337,-0.882093342041332,-0.188147982528388,-0.702223079636107,-0.221397355645141,-0.605031090491957,-0.331229199841188,-0.722444971417226,-0.475830715219987,-0.702026076658466,-0.868908464899756,-0.708499934940678,-0.445274387806562,-0.235986201835206,-0.43980999885816,-0.686516432344721,-0.671769159655784,-0.674305636841199,-0.677739336472273,-0.839083062928114,-0.884820452679326,-0.77852770898826,0.227133150118568,0.526445544991748,0.1850504673709,-0.815374131889709,-0.911068879884535,-0.929851673764585,-0.911418747426932,-0.924578951043726,-0.849632111596423,-0.774798930762217,-0.622292560485236,-0.673432636300348,-0.654343565242348,-0.736140257390076,-0.753536242823735,-0.019214894016435,-0.106616875883563,-0.254104341946506,-0.783087582896739,-0.902806915136296,-0.833305231686561,-0.463206078640216,0.041954855859811,-0.47979917550497,-0.297567635059358,0.074904603398674,0.34273971086881,0.247249979790599,0.034702388392698,-0.322335339181001,0.0143834971397,0.072373902729796,-0.057394759008927,-0.220794486134473,-0.305727525086053,-0.159730329759952,0.419338419879698,0.896208630092366,0.27287411816141,-0.524630099837906,-0.704636566918943,-0.69774689472527,-0.716633984239771,-0.763567130781666,-0.795297583994558,-0.534127404658758,-0.142771045549955,-0.000296316398823,-0.338249918840363,-0.194704703401853,-0.239174605253372,0.228999199231864,0.490678732936082,0.11561306118504,-0.249996850525348,-0.456571621592169,-0.458091851820925,-0.133703114086956,blues
-1,-0.76263805686133,0.587706836047656,-0.577318216904139,-0.789473684210526,-0.708922167003943,-0.857777669138942,-0.617482801828939,-0.667086433162737,-0.497413679064949,-0.341625758292749,0.410133486450986,0.053986209139041,-0.523793469980281,-0.392305006854193,-0.393409807822212,-0.208221644417012,0.086067345727579,0.329970325416347,-0.287642487644073,-0.082215832618916,0.18059718183854,0.068824416541857,0.159526106665873,1,-0.138222549845488,0.277599956359025,-0.46104135954689,0.342609812265132,-0.052880965670645,-0.083913917417327,0.058499934420538,-0.166152971606958,-0.682792942819321,0.466578824991572,-0.221648879515543,-0.537326905825998,-0.038557322882497,-0.680014597642452,-0.01002358489512,-0.511683400628713,-0.536334518267438,-0.459306381780305,-0.396889294905174,-0.433226765745951,-0.730940917796644,-0.807071145547294,-0.730361383094176,-0.613629843165478,-0.189737924890648,0.256877984348886,-0.564347766507402,-0.824770395095061,-0.862007413475652,-0.920193669350173,-0.899823276196035,-0.836589999263456,-0.852851813033787,-0.861009548770562,-0.779572036410691,-0.803715578307654,-0.843708214811721,-0.775266814671682,-0.631605251269295,0.037839319410006,0.773246497169249,-0.420075569336579,-0.801401574481007,-0.875256369247526,-0.869487325598613,-0.89254069887938,-0.845135868651084,-0.800925064146741,-0.834412717984392,-0.562653788484807,-0.284914348763421,-0.320795845697136,-0.247154748320746,-0.330278299785233,0.384442516157863,0.214584252925128,-0.033318416601665,-0.275632972682316,-0.149828803945749,0.009388485479961,0.492514509046096,0.553637856954321,0.014153713422267,-0.35599032032613,-0.602361400380305,-0.744356982191852,-0.57226975687323,-0.324132129095842,-0.460369201341803,-0.435151383078976,-0.255917311555113,-0.290093296977234,-0.379491148739067,-0.323336078215205,-0.166803972952581,0.520162161927379,0.827492160224407,0.326166300879126,-0.393555853797163,-0.328361408090692,-0.488361457243658,-0.533678333547432,-0.554086469806608,-0.506600210535365,-0.388242015772372,0.065479560297209,0.380043403691835,0.521545452728684,0.203008046857118,0.141646821966593,blues
-1,-0.527909131675027,0.201442978644732,-0.562742179178917,-0.368421052631579,-0.753466462803654,-0.915411045296241,-0.716647165724813,-0.886927579882853,-0.552423964748146,-0.731196250161625,0.071809887409157,0.063367981204736,-0.357422809580186,-0.687418594654382,-0.421731397301702,-0.541015354297053,0.312547136916842,-0.684811559962842,-0.211420679835877,-0.452709136102422,0.207892572612819,-0.369581900252133,0.016781678858678,-0.187127891045479,0.291881199713588,-0.324387715082046,-0.642234852620562,0.127458306639964,0.497344725411462,0.119954146694558,-0.146719876767922,0.322356703995853,-0.375669690460706,0.453485910106942,-0.074035127203964,-0.514383390129475,-0.31722567544956,-0.727725360773162,0.185042550607005,-0.172266535608357,-0.407588894016035,-0.575752754793723,0.388917778862658,0.683477880922545,-0.461484085960286,-0.74242727963696,-0.754976982920128,-0.782458438342055,-0.781535057237242,-0.663208506110065,-0.771791292450383,-0.742022709327621,-0.487217517060781,-0.60820287466016,-0.624280411024342,-0.662532305631754,-0.801535071217738,-0.76013692149425,-0.69563840661906,-0.774390040532536,-0.825081848454256,-0.735865651619611,-0.645580295472876,-0.47820996399287,-0.168982057222486,-0.693813947853798,-0.872166794264729,-0.887493425204731,-0.870717722529516,-0.854032424057316,-0.77094991792174,-0.708271132186062,-0.788456025913084,-0.595511945759359,-0.629063699522449,-0.725898226676458,-0.515640592288653,-0.172834262918537,0.697797484100064,0.845414190026721,0.400463817354491,-0.106464175587503,-0.251531647144995,-0.240719598715375,-0.380812001639589,-0.281409519578349,-0.201314238006551,-0.084287517186917,0.328398804151142,0.045754286708146,0.163991408809723,-0.130295547853375,-0.299472295645283,-0.018257534758579,-0.118661493852454,-0.171873447126541,-0.259526814318009,-0.171348414434167,-0.119915561803922,-4.8051244780245E-05,0.151260854349742,-0.261487693238594,-0.633840086502511,-0.460309090793702,-0.580265437695198,-0.328554818974691,-0.19432263862787,-0.27093331458199,-0.243353468040441,0.038682616205582,0.02699513916756,-0.107908063914933,0.103723488725975,0.262001676093352,blues
1,-0.653787971610386,0.595841961826009,-0.271221987655567,-0.473684210526316,-0.526913505192964,-0.492157682720554,-0.610462462761499,-0.688392995020947,-0.386584958557619,-0.516243584829118,0.191406435101788,0.557345866005533,-0.156668402507382,-0.516733082720793,-0.219501614392573,-0.285883975638515,0.131198702819965,-0.427807795391158,-0.061568111980254,-0.509587611605183,0.344187853468889,-0.433031355837944,-0.139815183160055,-0.49104487261512,0.280319739142428,-0.182103770978205,-0.547188731273175,-0.627450212650615,0.570086660205827,-0.280776567458187,-0.088908668905941,-0.782871847072346,0.4548252524374,-0.619759433232319,-0.051751041208493,-0.816343130181173,0.272848585525643,-0.778595619667436,-0.352289825944453,-0.634300466268906,0.163683572780334,-0.686418004259595,-0.593695666080516,-0.581123932310274,-0.77576967593513,-0.84864462552739,-0.755842573969769,-0.291548330765343,0.069582906750127,0.204931583363842,-0.663142876744281,-0.893992974408621,-0.874397281000512,-0.893407408533198,-0.846279410470169,-0.698405641706586,-0.550350551089777,-0.618848184511633,-0.666263871242218,-0.762317222343581,-0.773418096902674,-0.417212806194012,0.221810408892465,0.036571467427698,-0.072802445633281,-0.701274531575002,-0.844620648414533,-0.881786904770402,-0.574425170371803,-0.527716686428504,-0.660373030637407,-0.801297223714684,-0.838893432683853,-0.66818230332372,-0.654019052456252,-0.787277492047647,-0.598007157323525,-0.43736612159613,-0.080833656216987,0.030787292581046,-0.13805406251089,-0.361112998966947,-0.230123649508759,0.216450258965829,0.630733412914684,0.52806791948661,0.008675198088367,-0.532510382808479,-0.547203553910016,-0.488977789515292,-0.263197545245297,0.052815028104107,0.301598671622646,0.233323080776039,-0.08520529151713,-0.269646933156112,-0.280352209902555,0.190284802836091,0.643333536742386,0.69084792861839,0.409279867725125,-0.090193338844298,-0.484332208522741,-0.484534580773493,-0.259510291520628,0.215451716366466,-0.260252281766614,-0.527640056573604,-0.386021312628209,-0.226099953228032,-0.128282646233765,-0.263273674930373,-0.152120939200116,-0.085587577362076,blues
1,-0.700361654529518,0.242823114180813,-0.387830078339434,-0.052631578947368,-0.843327222914872,-0.903206519287374,-0.516476221298348,-0.676588961751042,-0.302418091647423,-0.461718808999045,-0.016840912921194,0.27354509891433,-0.130889712877629,-0.533249931216782,-0.121163106326808,-0.32809012370306,0.018374322618818,-0.257061842456558,0.012627877707491,-0.303631461850901,0.284352694481453,-0.170232056098069,-0.50049213998306,-0.019856920065452,0.241904644360311,0.449153340600976,-0.198629110413206,0.006332989832422,0.280166811044947,-0.29018908948152,-0.109470814122661,-0.437330974346936,-0.115990150810695,-0.195343434314463,-0.217759541916841,-0.607564579185472,0.222862903919644,-0.649688096717186,0.174272448216331,-0.670704956019212,-0.236122621228807,-0.317229625518756,-0.78467388120668,-0.816561046345747,-0.868620428204897,-0.664241628055623,-0.517230524012127,-0.737317936640115,-0.692611251608338,-0.589107138518628,-0.768661096455397,-0.696845530233809,-0.399586394506779,-0.683803264447919,-0.783568262444897,-0.685490176812735,-0.455696214124229,-0.031605834528186,0.246629970469725,-0.711147511215416,-0.896112917404334,-0.822149184253447,-0.787391573268494,-0.744348093477818,-0.609464118775835,-0.561032410264634,-0.315369188222148,-0.524579208772832,-0.784328365891652,-0.880968524253314,-0.849383015050972,-0.388580756848552,-0.109844306659946,0.095484130339511,-0.608056363112425,-0.813199368032613,-0.793413765263396,-0.776013826051324,-0.28052187093242,-0.421660145780232,-0.420550828785758,0.182326824326673,0.222643110111955,-0.162804390920785,-0.186843224569329,-0.151878992508937,-0.274447500978476,-0.181421558290638,0.294542834995784,0.049718992424669,-0.019040266713737,0.106779942427363,0.180709782310827,0.713694730691523,0.630654343847317,-0.249327177978392,-0.476323882312598,-0.311277001750442,-0.40495789541875,-0.27401149064172,-0.148372702997752,0.018891798732021,0.258843905523298,0.238621888488931,-0.405991401612311,-0.465421891216783,-0.419736254042156,-0.011046919998051,0.709472197524709,0.439774079705897,-0.037232714508342,-0.289579574784779,-0.3784240148695,-0.395222572238378,blues
